"#","Node","Tgw","Tgnum","Tanggal","Area","Segmen","Opr","sub_opr","Xch","To Xch","Attempt","Seiz","Conn","Answ","seiz_t","con_t","ans_t","Cct","idle_cct","dial_tout","Occupied","Vacant","Incomplete","rel_early","rel_ring","tg_busy","sub_busy","ring_tout","res_una","Restricts","auth_fail","med_una","Unreach","lack_cap","s_congest","iad_off","n_unspec","protocol_err","Rejected","Intercept","t_control","Lost","seiz_traf","con_traf","ans_traf","Iasr","Pi_traf","Pocc"
"2016","SB5S","KBL_MGW","38","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Denpasar via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","SB5S","KBL_MGW","37","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Palembang via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2018","SB5S","KBL_MGW","36","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Makassar via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","SB5S","KBL_MGW","34","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Kediri","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","SB5S","KBL_MGW","27","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Malang via ISUP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","SB5S","KBL_MGW","23","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Telin via ISUP","810","810","377","184","99669","97572","91447","1953","1947","0","7","362","25","7","160","0","6","34","3","4","0","0","8","0","0","0","12","0","0","0","0","24","1.15","1.13","1.06","22.72","6.5","0.36"
"2022","SB5S","KBL_MGW","17","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Banjarmasin via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023","SB5S","KBL_MGW","14","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Kapasan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024","SB5S","KBL_MGW","11","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Gubeng","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","SB5S","KBL_MGW","6","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Sidoarjo","0","0","0","0","0","0","0","837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2026","SB5S","KBL_MGW","4","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Margoyoso","0","0","0","0","0","0","0","930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2027","SB5S","KBL_MGW","3","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Rungkut","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2028","SB5S","KBL_MGW","2","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Darmo","0","0","0","0","0","0","0","1147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2029","SB5S","KBL_MGW","73","2020-09-06","REG5","cell","olo","netre-jatim","KBL_MGW","BBT_SB 2","138","138","134","61","6787","6267","3950","31","26","0","2","3","0","1","54","0","12","0","0","0","0","0","1","0","0","0","6","0","0","0","0","7","0.08","0.07","0.05","44.2","0.66","6.45"
"2030","SB5S","KBL_MGW","72","2020-09-06","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2031","SB5S","KBL_MGW","70","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2032","SB5S","KBL_MGW","69","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2033","SB5S","KBL_MGW","68","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2034","SB5S","KBL_MGW","67","2020-09-06","REG5","cell","olo","H3I","KBL_MGW","H3I_SB","107563","107563","103742","28605","4611769","4313662","2367899","775","370","0","404","847","55","1797","38032","1","386","468","179","102","0","0","262","10","2","0","36224","180","0","0","0","36890","53.38","49.93","27.41","26.59","108.97","52.13"
"2035","SB5S","KBL_MGW","66","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2036","SB5S","KBL_MGW","65","2020-09-06","REG5","cell","olo","netre-jatim","KBL_MGW","Smartfren_SB 1","12112","12112","11564","2746","408245","375662","182199","93","78","0","14","104","4","0","0","0","28","66","5","25","0","0","4","10","0","0","7462","1644","0","0","0","9120","4.73","4.35","2.11","22.67","11.11","15.05"
"2037","SB5S","KBL_MGW","64","2020-09-06","REG5","pstn","olo","netre-jatim","KBL_MGW","Smartfren_Jartap_SB 2","742","742","708","402","67292","65192","51206","124","119","0","6","10","10","2","38","0","1","8","1","0","0","0","2","0","0","0","268","0","0","0","0","270","0.78","0.75","0.59","54.18","3.26","4.84"
"2038","SB5S","KBL_MGW","63","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2039","SB5S","KBL_MGW","58","2020-09-06","REG5","pstn","olo","netre-jatim","KBL_MGW","Indosat_Jartap_SB 1","25527","25527","25367","4370","757696","684297","122670","2790","2705","0","44","22","4","0","0","0","6","12","15","57","0","0","0","1","2","0","20573","413","0","0","0","21007","8.77","7.92","1.42","17.12","28.73","1.58"
"2040","SB5S","KBL_MGW","57","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","155","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2041","SB5S","KBL_MGW","56","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","10417","10417","852","411","202901","142898","130194","217","176","0","9","8416","787","41","188","0","76","96","0","39","0","0","20","13","0","0","279","0","23","0","0","335","2.35","1.65","1.51","3.95","6.97","4.15"
"2042","SB5S","KBL_MGW","55","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2043","SB5S","KBL_MGW","54","2020-09-06","REG5","pstn","olo","netre-jatim","KBL_MGW","Indosat_Jartap_SB 2","2201","2201","1963","354","53546","45173","10294","2449","2430","0","20","67","5","0","35","0","8","45","167","40","0","0","4","0","0","0","1436","34","0","0","0","1479","0.62","0.52","0.12","16.08","4.43","0.82"
"2044","SB5S","KBL_MGW","53","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","155","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2045","SB5S","KBL_MGW","52","2020-09-06","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","0","0","0","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2046","SB5S","KBL_MGW","51","2020-09-06","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","2544582","2544582","2413272","848475","106885124","99038386","64803649","9021","4631","0","4101","77408","2609","43247","782426","58","169222","110491","3928","1736","0","0","14795","5979","2","0","452245","29153","0","0","0","504843","1237.1","1146.28","750.04","33.34","2403.58","45.46"
"2047","SB5S","KBL_MGW","50","2020-09-06","REG5","cell","olo","netre-jatim","KBL_MGW","Sampoerna_SB","408","408","297","30","3990","3506","1173","465","430","0","4","21","0","29","165","0","0","0","0","1","0","0","4","12","1","0","88","18","0","0","0","124","0.05","0.04","0.01","7.35","0.59","0.86"
"2048","SB5S","KBL_MGW","47","2020-09-06","REG5","cell","olo","Indosat","KBL_MGW","Indosat_SB","482071","482071","473360","116273","17374518","15857363","9578460","3224","2337","0","871","345","12","7306","150749","3","2021","388","127","254","0","1","20","8","5","0","196401","7922","0","0","0","204377","201.09","183.53","110.86","24.12","418.87","27.02"
"2049","SB5S","KBL_MGW","46","2020-09-06","REG5","cell","olo","Indosat","KBL_MGW","Indosat_SB","473189","473189","463927","111968","17056360","15566872","9507547","1581","644","0","938","619","138","6993","142943","0","2190","546","370","213","0","0","17","17","5","0","199635","7279","0","0","0","206977","197.41","180.17","110.04","23.66","416.48","59.33"
"2050","SB5S","KBL_MGW","45","2020-09-06","REG5","cell","olo","XL Axiata","KBL_MGW","XL_SB","845661","845661","792860","235780","34645173","32112781","17564645","3968","2363","0","1186","3182","185","18678","283728","4","6232","1244","25240","711","0","0","415","191","11","0","229851","36505","0","0","0","269573","400.99","371.68","203.29","27.88","783.31","29.89"
"2051","SB5S","KBL_MGW","42","2020-09-06","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2052","SB5S","KBL_MGW","24","2020-09-06","REG5","cell","olo","netre-jatim","KBL_MGW","SmartTelecom_SB","17581","17581","16253","5584","713791","645421","391676","155","118","0","32","82","14","0","4","0","62","88","15","3","0","0","10","16","2","0","7432","4264","0","0","0","11724","8.26","7.47","4.53","31.76","17.3","20.65"
"2053","SB5S","KBL_MGW","5","2020-09-06","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2054","SB5S","Madiun_MGW","207","2020-09-06","REG5","cell","olo","netre-jatim","Madiun_MGW","Excelcomm_MN","32633","32633","31267","11692","1508715","1413298","862980","868","602","0","267","293","8","834","15594","1","237","46","148","34","0","0","7","7","0","0","1781","1928","0","0","0","3729","17.46","16.36","9.99","35.83","33.86","30.76"
"2055","SB5S","Madiun_MGW","206","2020-09-06","REG5","pstn","Telkom","netre-jatim","Madiun_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2056","SB5S","Madiun_MGW","205","2020-09-06","REG5","pstn","olo","netre-jatim","Madiun_MGW","Smartfren_Jartap_MN","0","0","0","0","0","0","0","31","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.23"
"2057","SB5S","Madiun_MGW","204","2020-09-06","REG5","cell","olo","netre-jatim","Madiun_MGW","Smarfren_MN","11","11","10","1","132","105","63","31","25","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","0","0","0","10","0","0","0","9.09","0.11","22.58"
"2058","SB5S","Madiun_MGW","203","2020-09-06","REG5","cell","olo","netre-jatim","Madiun_MGW","SmartTelecom_MN","348","348","344","14","3048","2849","2551","31","10","0","22","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","324","6","0","0","0","330","0.04","0.03","0.03","4.02","0.54","70.97"
"2059","SB5S","Madiun_MGW","202","2020-09-06","REG5","cell","olo","netre-jatim","Madiun_MGW","Indosat_Jartap_MN 2","5","5","0","0","51","0","0","31","31","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","3.23"
"2060","SB5S","Madiun_MGW","201","2020-09-06","REG5","cell","olo","netre-jatim","Madiun_MGW","Indosat_Jarber_MN 1","5949","5949","5627","1960","317408","309875","247539","620","312","0","309","208","2","64","3094","1","35","147","2","1","0","0","0","0","0","0","406","16","0","0","0","435","3.67","3.59","2.87","32.95","9.35","49.84"
"2061","SB5S","KBL_MGW","367","2020-09-06","","","","","","","5","5","5","5","121","102","18","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0.13","3.33"
"2062","SB5S","KBL_MGW","366","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2063","SB5S","KBL_MGW","365","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"2064","SB5S","KBL_MGW","364","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2065","SB5S","KBL_MGW","363","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2066","SB5S","KBL_MGW","362","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2067","SB5S","KBL_MGW","361","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"2068","SB5S","KBL_MGW","360","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2069","SB5S","KBL_MGW","359","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2070","SB5S","KBL_MGW","358","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","29","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"2071","SB5S","KBL_MGW","357","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2072","SB5S","KBL_MGW","356","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2073","SB5S","KBL_MGW","355","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2074","SB5S","KBL_MGW","354","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2075","SB5S","KBL_MGW","353","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2076","SB5S","KBL_MGW","352","2020-09-06","","","","","","","6","6","5","1","172","108","33","30","29","0","2","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67","0.12","6.67"
"2077","SB5S","KBL_MGW","350","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2078","SB5S","KBL_MGW","349","2020-09-06","","","","","","","0","0","0","0","0","0","0","41","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2079","SB5S","KBL_MGW","348","2020-09-06","","","","","","","0","0","0","0","0","0","0","81","50","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.75"
"2080","SB5S","KBL_MGW","347","2020-09-06","","","","","","","4","4","3","2","165","148","85","21","13","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0.07","7.69"
"2081","SB5S","KBL_MGW","346","2020-09-06","","","","","","","0","0","0","0","0","0","0","21","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2082","SB5S","KBL_MGW","345","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2083","SB5S","KBL_MGW","344","2020-09-06","","","","","","","68","68","66","20","11151","10884","8927","30","29","0","2","0","0","2","40","0","0","0","0","1","0","0","0","0","0","0","1","4","0","0","0","5","0.13","0.13","0.1","29.41","1.77","6.67"
"2084","SB5S","KBL_MGW","343","2020-09-06","","","","","","","0","0","0","0","0","0","0","50","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2085","SB5S","KBL_MGW","342","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2086","SB5S","KBL_MGW","341","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2087","SB5S","KBL_MGW","340","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2088","SB5S","KBL_MGW","339","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2089","SB5S","KBL_MGW","338","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2090","SB5S","KBL_MGW","337","2020-09-06","","","","","","","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2091","SB5S","KBL_MGW","335","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2092","SB5S","KBL_MGW","334","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2093","SB5S","KBL_MGW","333","2020-09-06","","","","","","","0","0","0","0","0","0","0","60","60","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.67"
"2094","SB5S","KBL_MGW","332","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"2095","SB5S","KBL_MGW","331","2020-09-06","","","","","","","1","1","1","1","441","432","431","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","100","0.49","3.33"
"2096","SB5S","KBL_MGW","330","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2097","SB5S","KBL_MGW","329","2020-09-06","","","","","","","67","67","63","44","16737","16526","15400","30","29","0","2","3","0","0","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.19","0.19","0.18","65.67","1.3","6.67"
"2098","SB5S","KBL_MGW","328","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2099","SB5S","KBL_MGW","327","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"2100","SB5S","KBL_MGW","326","2020-09-06","","","","","","","35","35","34","22","1485","1449","904","30","27","0","4","1","0","0","3","0","0","4","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0.02","0.02","0.01","62.86","0.51","13.33"
"2101","SB5S","KBL_MGW","325","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2102","SB5S","KBL_MGW","324","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"2103","SB5S","KBL_MGW","323","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2104","SB5S","KBL_MGW","322","2020-09-06","","","","","","","1","1","1","1","741","740","739","90","90","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","100","0.54","1.11"
"2105","SB5S","KBL_MGW","321","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2106","SB5S","KBL_MGW","320","2020-09-06","","","","","","","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2107","SB5S","KBL_MGW","319","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2108","SB5S","KBL_MGW","318","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2109","SB5S","KBL_MGW","317","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2110","SB5S","KBL_MGW","316","2020-09-06","","","","","","","0","0","0","0","0","0","0","60","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2111","SB5S","KBL_MGW","315","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.33"
"2112","SB5S","KBL_MGW","314","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2113","SB5S","KBL_MGW","313","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2114","SB5S","KBL_MGW","312","2020-09-06","","","","","","","2","2","2","1","83","82","28","30","30","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0.06","3.33"
"2115","SB5S","KBL_MGW","311","2020-09-06","","","","","","","0","0","0","0","0","0","0","60","19","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"2116","SB5S","KBL_MGW","310","2020-09-06","","","","","","","0","0","0","0","0","0","0","60","24","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.67"
"2117","SB5S","KBL_MGW","309","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2118","SB5S","KBL_MGW","308","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2119","SB5S","KBL_MGW","307","2020-09-06","","","","","","","51","51","51","23","4728","4540","2926","30","29","0","2","0","0","0","24","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0.05","0.05","0.03","45.1","1.05","6.67"
"2120","SB5S","KBL_MGW","306","2020-09-06","","","","","","","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2121","SB5S","KBL_MGW","305","2020-09-06","","","","","","","0","0","0","0","0","0","0","210","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2122","SB5S","KBL_MGW","304","2020-09-06","","","","","","","0","0","0","0","0","0","0","60","56","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.33"
"2123","SB5S","KBL_MGW","303","2020-09-06","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
