"#","Node","Tgw","Tgnum","Tanggal","Area","Segmen","Opr","sub_opr","Xch","To Xch","Attempt","Seiz","Conn","Answ","seiz_t","con_t","ans_t","Cct","idle_cct","dial_tout","Occupied","Vacant","Incomplete","rel_early","rel_ring","tg_busy","sub_busy","ring_tout","res_una","Restricts","auth_fail","med_una","Unreach","lack_cap","s_congest","iad_off","n_unspec","protocol_err","Rejected","Intercept","t_control","Lost","seiz_traf","con_traf","ans_traf","Oasr","Po_traf","Pocc"
"753","BM1S","BP1G","411","2020-09-03","REG6","sljj","telkom","netre-kal","BP1G","SMRC","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"754","BM1S","BM1G","360","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","PLK1","0","0","0","0","0","0","0","327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"755","BM1S","BM1G","310","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","SMPT","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"756","BM1S","BM1G","112","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","ULIN","0","0","0","0","0","0","0","239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"757","BM1S","BM1G","111","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","BJMB","0","0","0","0","0","0","0","210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"758","BM1S","BM1G","110","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","BJMA","0","0","0","0","0","0","0","217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"759","BM1S","BP1G","897","2020-09-03","REG6","cell","olo","telkomsel","BP1G","TSEL_BPP2","873596","873596","838924","220639","35604836","31197354","19221923","2356","1017","0","1309","823","155","22710","246599","0","10823","3028","705","169","0","45","355","6","0","0","357501","2457","0","11","0","363724","412.09","361.08","222.48","25.26","777.77","55.56"
"760","BM1S","BP1G","521","2020-09-03","REG6","cell","olo","PT Natrindo Seluler","BP1G","NTS_BP","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"761","BM1S","BP1G","368","2020-09-03","REG6","undef","undef","undef","undef","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"762","BM1S","DEFAULT_NODE_REMARK","119","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"763","BM1S","DEFAULT_NODE_REMARK","118","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"764","BM1S","BP1G","114","2020-09-03","REG6","sljj","telkom","netre-kal","BP1G","BJMA","0","0","0","0","0","0","0","248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"765","BM1S","BP1G","108","2020-09-03","REG6","undef","undef","undef","undef","undef","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"766","BM1S","BP1G","107","2020-09-03","REG6","undef","undef","undef","undef","undef","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"767","BM1S","BP1G","100","2020-09-03","REG6","cell","olo","Smart Fren","BP1G","SFREN_BP","4427","4410","4096","974","148056","139109","82196","31","6","0","26","308","0","48","1809","0","77","97","97","64","0","0","0","0","0","0","908","23","0","0","0","936","1.71","1.61","0.95","22.09","5.91","83.87"
"768","BM1S","BP1G","43","2020-09-03","REG6","fwa","olo","undef","BP1G","SLHT","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"769","BM1S","BP1G","42","2020-09-03","","","","","","","34","34","34","22","2716","2700","2096","60","29","0","2","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0.03","0.03","0.02","64.71","0.32","6.67"
"770","BM1S","BP1G","896","2020-09-03","REG6","cell","olo","telkomsel","BP1G","TSEL_BPP1","0","0","0","0","0","0","0","279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"771","BM1S","DEFAULT_NODE_REMARK","829","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"772","BM1S","DEFAULT_NODE_REMARK","828","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"773","BM1S","DEFAULT_NODE_REMARK","827","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"774","BM1S","DEFAULT_NODE_REMARK","826","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"775","BM1S","DEFAULT_NODE_REMARK","825","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"776","BM1S","DEFAULT_NODE_REMARK","824","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"777","BM1S","BP1G","823","2020-09-03","REG6","sli","olo","bakrie telecom","BP1G","Esia_BT_009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"778","BM1S","BP1G","822","2020-09-03","REG6","sli","olo","bakrie telecom","BP1G","Esia_BT_007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"779","BM1S","BP1G","821","2020-09-03","REG6","sljj","olo","bakrie telecom","BP1G","Esia_BT_SLJJ","1","0","0","0","0","0","0","182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"780","BM1S","DEFAULT_NODE_REMARK","820","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"781","BM1S","BP1G","760","2020-09-03","REG6","cell","olo","indosat","BP1G","ISAT2_BPP","438580","438580","426618","159667","19473478","17665017","12330735","1837","865","0","939","144","529","8795","171992","0","2755","11","250","7","0","15","1867","217","0","0","90765","548","0","0","0","94430","225.39","204.46","142.72","36.41","468.64","51.12"
"782","BM1S","BP1G","393","2020-09-03","REG6","cell","olo","XL Axiata","BP1G","XL_BP","84502","84502","79595","24569","3835167","3468495","2264988","543","91","0","240","14","6","1494","29866","0","2333","3760","199","9","0","3","251","1","0","0","19934","1842","0","0","0","22243","44.39","40.14","26.22","29.08","89.15","44.2"
"783","BM1S","BP1G","336","2020-09-03","REG6","fwa","olo","indosat","BP1G","ISAT_BPP001","0","0","0","0","0","0","0","30","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"784","BM1S","BP1G","335","2020-09-03","REG6","fwa","olo","indosat","BP1G","ISAT_BPPLok","392","390","261","47","7591","5397","3306","91","88","0","2","17","0","109","183","0","0","1","6","14","0","0","0","0","0","0","11","0","0","0","0","13","0.09","0.06","0.04","12.05","1.52","2.2"
"785","BM1S","BP1G","317","2020-09-03","REG6","sljj","olo","indosat","BP1G","ISAT_SMRLok","14","0","0","0","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"786","BM1S","BP1G","186","2020-09-03","REG6","cell","olo","H3I","BP1G","H3I_BP","46387","46366","44770","14235","2088604","1913441","1195104","124","8","0","115","21","0","884","18603","0","1501","2069","22","0","0","5","145","1","0","0","8457","246","0","0","0","9031","24.17","22.15","13.83","30.7","47.6","92.74"
"787","BM1S","BM1G","909","2020-09-03","REG6","fwa","olo","bakrie telecom","BM1G","BTEL_PL_lkl","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"788","BM1S","BM1G","811","2020-09-03","REG6","cell","olo","telkomsel","BM1G","TSEL_BJM2","795509","795509","762970","214000","32757828","28730815","18142507","2945","1626","0","1315","1288","113","22294","216968","0","10057","2224","961","121","0","0","406","6","0","0","319462","1911","0","0","0","323863","379.14","332.53","209.98","26.9","719.59","44.65"
"789","BM1S","PT1G","640","2020-09-03","REG6","pstn","telkom","netre-kal","PT1G","LE SANGGAU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"790","BM1S","DEFAULT_NODE_REMARK","369","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"791","BM1S","BM1G","361","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","DP1G","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"792","BM1S","PT1G","340","2020-09-03","REG6","pstn","telkom","netre-kal","PT1G","LE Ketapang","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"793","BM1S","BM1G","217","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","JK2G","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"794","BM1S","BM1G","810","2020-09-03","REG6","voip","telkom","netre-kal","BM1G","Telkomsel_BJM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"795","BM1S","BM1G","830","2020-09-03","REG6","cell","olo","indosat","BM1G","ISAT_BM","494630","494630","453658","186788","17663166","15635454","10007587","2015","1143","0","873","52","10","9806","164923","0","2749","12","313","59","0","0","378","236","0","0","127729","599","0","0","0","129918","204.43","180.97","115.83","37.76","413.93","43.33"
"796","BM1S","BM1G","831","2020-09-03","REG6","fwa","olo","indosat","BM1G","ISAT_BMLok","33","33","0","0","384","0","0","93","88","0","6","0","0","15","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.06","6.45"
"797","BM1S","BM1G","860","2020-09-03","REG6","cell","olo","XL Axiata","BM1G","XL_BM","204097","204097","191582","59598","7930031","7144158","4283689","988","659","0","330","55","4","3918","69295","0","5603","6804","426","59","0","0","359","13","0","0","52968","4541","0","0","0","58322","91.78","82.69","49.58","29.2","184.03","33.4"
"798","BM1S","BM1G","890","2020-09-03","REG6","cell","olo","H3I","BM1G","H3I_BM","63485","63484","61247","16608","2234257","1993565","1099095","121","15","0","107","15","2","1194","23373","0","2061","2267","43","8","0","3","205","4","0","0","17183","330","0","0","0","17913","25.86","23.07","12.72","26.16","54","88.43"
"799","BM1S","BM1G","215","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","JK1G","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"800","BM1S","BM1G","133","2020-09-03","REG6","sljj","telkom","netre-kal","BM1G","SB1G","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"801","BM1S","BM1G","901","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"802","BM1S","BP1G","41","2020-09-03","","","","","","","58","58","54","40","2504","2492","2268","60","28","0","3","0","0","0","14","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03","0.03","0.03","68.97","0.48","10"
"803","BM1S","DEFAULT_NODE_REMARK","903","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"804","BM1S","BP1G","40","2020-09-03","REG6","fwa","olo","undef","BP1G","x","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"805","BM1S","DEFAULT_NODE_REMARK","905","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"806","BM1S","DEFAULT_NODE_REMARK","906","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"807","BM1S","DEFAULT_NODE_REMARK","907","2020-09-03","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"808","BM1S","BM1G","940","2020-09-03","REG6","cell","olo","Smart Fren","BM1G","SFREN_BJM","7739","7711","6701","1736","246784","218279","129131","30","5","0","26","882","0","87","2964","0","59","99","362","222","0","0","0","0","0","0","1280","14","0","0","0","1300","2.86","2.53","1.49","22.51","7.95","86.67"
"809","BM1S","BM1G","941","2020-09-03","REG6","sljj","olo","mobile 8","BM1G","Mobile8_SLJJ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"810","BM1S","BM1G","942","2020-09-03","REG6","fwa","olo","Smart Fren","BM1G","SFREN_BJMLok","145","145","139","0","1626","1292","0","29","29","0","1","0","0","6","138","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.02","0.01","0","0","0.1","3.45"
"811","BM1S","BP1G","60","2020-09-03","REG6","fwa","olo","undef","BP1G","x","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"812","BM1S","BP1G","54","2020-09-03","REG6","sljj","telkom","netre-jkt","BM1S","JK1S","5","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"813","BM1S","BP1G","53","2020-09-03","REG6","sljj","telkom","netre-jkt","BM1S","JK2S","12","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"814","BM1S","BP1G","49","2020-09-03","REG6","fwa","olo","undef","BP1G","x","61","61","61","34","3466","3439","2469","60","28","0","3","0","0","0","5","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","22","0.04","0.04","0.03","55.74","0.45","5"
"815","BM1S","BP1G","48","2020-09-03","REG6","fwa","olo","undef","BP1G","x","12","12","12","8","896","892","869","60","60","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","66.67","0.75","1.67"
"816","BM1S","BM1G","46","2020-09-03","REG6","undef","undef","undef","undef","undef","7","7","7","7","1067","1064","1048","60","59","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","100","0.65","1.67"
"817","BM1S","BP1G","45","2020-09-03","REG6","fwa","olo","undef","BP1G","x","9","9","9","9","191","187","184","30","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0.14","3.33"
"818","BM1S","BP1G","44","2020-09-03","REG6","fwa","olo","undef","BP1G","x","0","0","0","0","0","0","0","30","23","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.67"
"819","SB5S","KBL_MGW","100","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"820","SB5S","KBL_MGW","99","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"821","SB5S","KBL_MGW","60","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Jakarta via ISUP","10","10","0","0","7","0","0","93","61","0","1","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.08"
"822","SB5S","KBL_MGW","41","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Medan via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"823","SB5S","KBL_MGW","40","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Bandung via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"824","SB5S","KBL_MGW","39","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Semarang via ISUP","0","0","0","0","0","0","0","279","219","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.75"
"825","SB5S","KBL_MGW","38","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Denpasar via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"826","SB5S","KBL_MGW","37","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Palembang via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"827","SB5S","KBL_MGW","36","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Makassar via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"828","SB5S","KBL_MGW","34","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Kediri","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"829","SB5S","KBL_MGW","27","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Malang via ISUP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"830","SB5S","KBL_MGW","23","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Telin via ISUP","0","0","0","0","0","0","0","1953","1943","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.56"
"831","SB5S","KBL_MGW","17","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","SS Banjarmasin via ISUP","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"832","SB5S","KBL_MGW","14","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Kapasan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"833","SB5S","KBL_MGW","11","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Gubeng","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"834","SB5S","KBL_MGW","6","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Sidoarjo","0","0","0","0","0","0","0","837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"835","SB5S","KBL_MGW","4","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Margoyoso","108","0","0","0","0","0","0","930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"836","SB5S","KBL_MGW","3","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Rungkut","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"837","SB5S","KBL_MGW","2","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","PSTN Darmo","99","0","0","0","0","0","0","1147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"838","SB5S","KBL_MGW","73","2020-09-03","REG5","cell","olo","netre-jatim","KBL_MGW","BBT_SB 2","352","352","305","246","22824","22328","18906","31","25","0","5","3","0","1","83","0","0","0","0","0","0","0","15","0","0","0","2","2","0","0","0","19","0.26","0.26","0.22","69.89","1.31","16.13"
"839","SB5S","KBL_MGW","72","2020-09-03","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"840","SB5S","KBL_MGW","70","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"841","SB5S","KBL_MGW","69","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"842","SB5S","KBL_MGW","68","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"843","SB5S","KBL_MGW","67","2020-09-03","REG5","cell","olo","H3I","KBL_MGW","H3I_SB","384908","384908","371860","107923","16392683","14902408","9146200","775","237","0","537","174","38","7410","125368","0","18215","37917","46","11","0","0","1320","28","0","0","85474","715","0","0","0","87806","189.73","172.48","105.86","28.04","339.77","69.29"
"844","SB5S","KBL_MGW","66","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"845","SB5S","KBL_MGW","65","2020-09-03","REG5","cell","olo","netre-jatim","KBL_MGW","Smartfren_SB 1","2009","2009","1614","322","62246","53983","32521","93","51","0","41","527","0","18","620","0","9","61","0","110","0","0","0","0","0","0","219","111","0","0","0","331","0.72","0.62","0.38","16.03","3.36","44.09"
"846","SB5S","KBL_MGW","64","2020-09-03","REG5","pstn","olo","netre-jatim","KBL_MGW","Smartfren_Jartap_SB 2","1958","1958","1350","1280","82292","80540","76173","124","82","0","43","549","0","24","64","0","4","8","5","2","0","0","15","0","0","0","3","0","0","0","0","22","0.95","0.93","0.88","65.37","6.67","34.68"
"847","SB5S","KBL_MGW","63","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"848","SB5S","KBL_MGW","58","2020-09-03","REG5","pstn","olo","netre-jatim","KBL_MGW","Indosat_Jartap_SB 1","3208","3208","3039","527","76222","72816","49217","2790","2643","0","137","0","0","91","1763","0","5","7","215","0","0","0","69","0","0","0","527","4","0","0","0","600","0.88","0.84","0.57","16.43","3.78","4.91"
"849","SB5S","KBL_MGW","57","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","155","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"850","SB5S","KBL_MGW","56","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","199","199","53","53","1697","1319","1272","217","174","0","11","106","1","1","0","0","0","0","8","0","0","0","28","0","0","0","0","0","0","0","0","28","0.02","0.02","0.01","26.63","0.34","5.07"
"851","SB5S","KBL_MGW","55","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","31","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"852","SB5S","KBL_MGW","54","2020-09-03","REG5","pstn","olo","netre-jatim","KBL_MGW","Indosat_Jartap_SB 2","0","0","0","0","0","0","0","2449","2394","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.29"
"853","SB5S","KBL_MGW","53","2020-09-03","REG5","pstn","Telkom","netre-jatim","KBL_MGW","undef","0","0","0","0","0","0","0","155","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"854","SB5S","KBL_MGW","52","2020-09-03","REG5","cell","olo","Telkomsel","KBL_MGW","Telkomsel_SB","0","0","0","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
